Month,Version,Operating System,Downloads
2024-12,,src,9980618
2025-01,,src,10168925
2025-02,,src,3192335
2025-03,,src,5497872
2025-04,,src,2670572
2025-05,,src,3240680
2025-06,,src,1472698
2025-07,,src,884406
2025-08,,src,869594
2021-02,,sunos,54830
2021-03,,sunos,41043
2021-04,,sunos,81736
2021-05,,sunos,44222
2021-06,,sunos,42371
2021-07,,sunos,34903
2021-08,,sunos,41165
2021-09,,sunos,39220
2021-10,,sunos,44954
2021-11,,sunos,57234
2021-12,,sunos,52784
2022-01,,sunos,59471
2022-02,,sunos,42166
2022-03,,sunos,52420
2022-04,,sunos,47619
2022-05,,sunos,77332
2022-06,,sunos,51189
2022-07,,sunos,96693
2022-08,,sunos,72953
2022-09,,sunos,72444
2022-10,,sunos,80382
2022-11,,sunos,63833
2022-12,,sunos,54550
2023-01,,sunos,60055
2023-02,,sunos,54169
2023-03,,sunos,42761
2023-04,,sunos,25237
2023-05,,sunos,25258
2023-06,,sunos,18002
2023-07,,sunos,48260
2023-08,,sunos,30871
2023-09,,sunos,55115
2023-10,,sunos,38365
2023-11,,sunos,37651
2023-12,,sunos,31972
2024-01,,sunos,37059
2024-02,,sunos,34611
2024-03,,sunos,27321
2024-04,,sunos,26938
2024-05,,sunos,32129
2024-06,,sunos,34176
2024-07,,sunos,30871
2024-08,,sunos,35366
2024-09,,sunos,35026
2024-10,,sunos,44208
2024-11,,sunos,1520460
2024-12,,sunos,2530721
2025-01,,sunos,247779
2025-02,,sunos,178898
2025-03,,sunos,230861
2025-04,,sunos,223624
2025-05,,sunos,63829
2025-06,,sunos,60252
2025-07,,sunos,67000
2025-08,,sunos,83190
2021-02,,aix,22174
2021-03,,aix,22387
2021-04,,aix,34788
2021-05,,aix,21807
2021-06,,aix,20167
2021-07,,aix,23529
2021-08,,aix,23172
2021-09,,aix,24179
2021-10,,aix,26992
2021-11,,aix,31113
2021-12,,aix,29684
2022-01,,aix,37194
2022-02,,aix,40444
2022-03,,aix,34878
2022-04,,aix,29196
2022-05,,aix,38825
2022-06,,aix,29245
2022-07,,aix,38279
2022-08,,aix,37429
2022-09,,aix,39577
2022-10,,aix,48998
2022-11,,aix,49536
2022-12,,aix,46852
2023-01,,aix,34576
2023-02,,aix,30941
2023-03,,aix,29208
2023-04,,aix,21596
2023-05,,aix,21083
2023-06,,aix,18006
2023-07,,aix,28453
2023-08,,aix,20988
2023-09,,aix,23744
2023-10,,aix,24685
2023-11,,aix,62246
2023-12,,aix,24452
2024-01,,aix,27030
2024-02,,aix,26633
2024-03,,aix,20820
2024-04,,aix,19784
2024-05,,aix,27797
2024-06,,aix,22733
2024-07,,aix,22363
2024-08,,aix,18481
2024-09,,aix,21784
2024-10,,aix,27363
2024-11,,aix,623038
2024-12,,aix,1019150
2025-01,,aix,59767
2025-02,,aix,45420
2025-03,,aix,55388
2025-04,,aix,48554
2025-05,,aix,37209
2025-06,,aix,37158
2025-07,,aix,43366
2025-08,,aix,49280
2021-02,,unknown,62
2021-03,,unknown,38
2021-04,,unknown,94
2021-05,,unknown,51
2021-06,,unknown,39
2021-07,,unknown,30
2021-08,,unknown,42
2021-09,,unknown,30
2021-10,,unknown,55
2021-11,,unknown,45
2021-12,,unknown,58
2022-01,,unknown,69
2022-02,,unknown,42
2022-03,,unknown,58
2022-04,,unknown,41
2022-05,,unknown,80
2022-06,,unknown,55
2022-07,,unknown,96
2022-08,,unknown,99
2022-09,,unknown,88
2022-10,,unknown,103
2022-11,,unknown,81
2022-12,,unknown,61
2023-01,,unknown,81
2023-02,,unknown,69
2023-03,,unknown,35
2023-04,,unknown,12
2023-05,,unknown,22
2023-06,,unknown,17
2023-07,,unknown,60
2023-08,,unknown,24
2023-09,,unknown,71
2023-10,,unknown,31
2023-11,,unknown,32
2023-12,,unknown,15
2024-01,,unknown,32
2024-02,,unknown,40
2024-03,,unknown,24
2024-04,,unknown,18
2024-05,,unknown,33
2024-06,,unknown,20
2024-07,,unknown,25
2024-08,,unknown,23
2024-09,,unknown,51
2024-10,,unknown,47
2024-11,,unknown,2246
2024-12,,unknown,3727
2025-01,,unknown,363
2025-02,,unknown,272
2025-03,,unknown,343
2025-04,,unknown,336
2025-05,,unknown,100
2025-06,,unknown,98
2025-07,,unknown,135
2025-08,,unknown,149
